title,conference,year,primary_org,primary_funder,orgs,funders,candidates,verdicts,url
Modular Pretraining Enables Access Control,ICML,2026,AE Studio,,Anthropic; AE Studio,,Anthropic; AE Studio,AE Studio=affiliation; Anthropic=affiliation,https://icml.cc/virtual/2026/poster/60631
Learning Self-Interpretation from Interpretability Artifacts: Training Lightweight Adapters on Vector-Label Pairs,ICML,2026,AE Studio,,AE Studio,,Goodfire; EleutherAI; AE Studio,Goodfire=mention; EleutherAI=mention; AE Studio=affiliation,https://icml.cc/virtual/2026/poster/63775
Goal Misgeneralization in Deep Reinforcement Learning,ICML,2022,AI Safety Camp,Open Philanthropy,AI Safety Camp,Open Philanthropy,AI Safety Camp; Open Philanthropy; LessWrong / Alignment Forum,AI Safety Camp=acknowledgment; Open Philanthropy=acknowledgment; LessWrong / Alignment Forum=mention,https://proceedings.mlr.press/v162/langosco22a.html
Estimating the Probabilities of Rare Outputs in Language Models,ICLR,2025,Alignment Research Center,,Alignment Research Center,,Alignment Research Center,Alignment Research Center=affiliation,https://openreview.net/forum?id=DC8bsa9bzY
Obfuscated Activations Bypass LLM Latent-Space Defenses,ICLR,2026,Alignment Research Center,Future of Life Institute,Alignment Research Center; Center for Human-Compatible AI,Open Philanthropy; Future of Life Institute,Alignment Research Center; Center for Human-Compatible AI; Open Philanthropy; Future of Life Institute,Alignment Research Center=affiliation; Center for Human-Compatible AI=acknowledgment; Open Philanthropy=acknowledgment; Future of Life Institute=acknowledgment,https://openreview.net/forum?id=ktGmDGoWnB
Thinking Like Transformers,ICML,2021,Allen Institute for AI,,Allen Institute for AI,,Allen Institute for AI,Allen Institute for AI=affiliation,https://proceedings.mlr.press/v139/weiss21a.html
QUARK: Controllable Text Generation with Reinforced Unlearning,NEURIPS,2022,Allen Institute for AI,,Allen Institute for AI,,Allen Institute for AI,Allen Institute for AI=affiliation,https://openreview.net/forum?id=5HaIds3ux5O
"The Generative AI Paradox: “What It Can Create, It May Not Understand”",ICLR,2024,Allen Institute for AI,,OpenAI; Allen Institute for AI,,OpenAI; Allen Institute for AI,OpenAI=acknowledgment; Allen Institute for AI=affiliation,https://openreview.net/forum?id=CF8H8MS5P8
Leftover Lunch: Advantage-based Offline Reinforcement Learning for Language Models,ICLR,2024,Allen Institute for AI,,Allen Institute for AI,,Allen Institute for AI,Allen Institute for AI=affiliation,https://openreview.net/forum?id=ZDGKPbF0VQ
Can LLMs Keep a Secret? Testing  Privacy  Implications of Language Models  via Contextual Integrity Theory,ICLR,2024,Allen Institute for AI,,Allen Institute for AI,,OpenAI; Allen Institute for AI,OpenAI=mention; Allen Institute for AI=affiliation,https://openreview.net/forum?id=gmg7t8b4s0
Decoding-Time Language Model Alignment with Multiple Objectives,NEURIPS,2024,Allen Institute for AI,,Allen Institute for AI,,Allen Institute for AI,Allen Institute for AI=affiliation,https://openreview.net/forum?id=3csuL7TVpV
WildTeaming at Scale: From In-the-Wild Jailbreaks to (Adversarially) Safer Language Models,NEURIPS,2024,Allen Institute for AI,,Allen Institute for AI,,OpenAI; Allen Institute for AI; Hugging Face,OpenAI=mention; Allen Institute for AI=affiliation; Hugging Face=mention,https://openreview.net/forum?id=n5R6TvBVcX
"Answer, Assemble, Ace: Understanding How LMs Answer Multiple Choice Questions",ICLR,2025,Allen Institute for AI,Open Philanthropy,Allen Institute for AI,Open Philanthropy,Open Philanthropy; Allen Institute for AI; Hugging Face,Open Philanthropy=acknowledgment; Allen Institute for AI=affiliation; Hugging Face=mention,https://openreview.net/forum?id=6NNA0MxhCH
MIB: A Mechanistic Interpretability Benchmark,ICML,2025,Allen Institute for AI,Open Philanthropy,OpenAI; Allen Institute for AI,Open Philanthropy,Open Philanthropy; OpenAI; Allen Institute for AI,Open Philanthropy=acknowledgment; OpenAI=acknowledgment; Allen Institute for AI=affiliation,https://openreview.net/forum?id=sSrOwve6vb
Why and How LLMs Hallucinate: Connecting the Dots with Subsequence Associations,NEURIPS,2025,Allen Institute for AI,,Allen Institute for AI,,Allen Institute for AI,Allen Institute for AI=affiliation,https://openreview.net/forum?id=K2Q4Jp4RbB
Inference-time Alignment in Continuous Space,NEURIPS,2025,Allen Institute for AI,,Allen Institute for AI,,Allen Institute for AI,Allen Institute for AI=affiliation,https://openreview.net/forum?id=aokiuaM7Lt
COMAL: A Convergent Meta-Algorithm for Aligning LLMs with General Preferences,ICLR,2026,Allen Institute for AI,,OpenAI; Allen Institute for AI,,OpenAI; Allen Institute for AI,OpenAI=acknowledgment; Allen Institute for AI=affiliation,https://openreview.net/forum?id=OsrE5DJ9Fu
PluriHarms: Benchmarking the Full Spectrum of Human Judgments on AI Harm,ICLR,2026,Allen Institute for AI,,Allen Institute for AI,,Allen Institute for AI,Allen Institute for AI=affiliation,https://openreview.net/forum?id=u7lXflJQX9
OpenAgentSafety: A Comprehensive Framework For Evaluating Real-World AI Agent Safety,ICLR,2026,Allen Institute for AI,,Allen Institute for AI,,Allen Institute for AI,Allen Institute for AI=affiliation,https://openreview.net/forum?id=xggSxCFQbA
Discovering Interpretable Algorithms by Decompiling Transformers to RASP,ICML,2026,Allen Institute for AI,,Allen Institute for AI,,Allen Institute for AI,Allen Institute for AI=affiliation,https://icml.cc/virtual/2026/poster/64112
Towards Understanding Sycophancy in Language Models,ICLR,2024,Anthropic,,Anthropic,,Anthropic,Anthropic=affiliation,https://openreview.net/forum?id=tvhaxkMKAn
Many-shot Jailbreaking,NEURIPS,2024,Anthropic,,Anthropic,,Anthropic; OpenAI; Google DeepMind,Anthropic=affiliation; OpenAI=mention; Google DeepMind=mention,https://openreview.net/forum?id=cw5mgd71jW
Constitutional Classifiers++: Efficient Production-Grade Defenses against Universal Jailbreaks,ICLR,2026,Anthropic,,FAR.AI; UK AI Security Institute; Anthropic,,FAR.AI; UK AI Security Institute; Anthropic; OpenAI,FAR.AI=acknowledgment; UK AI Security Institute=acknowledgment; Anthropic=affiliation; OpenAI=mention,https://openreview.net/forum?id=eNvsH5Ye2V
Who’s in Charge? Disempowerment Patterns in Real-World LLM Usage,ICML,2026,Anthropic,,Anthropic,,Anthropic,Anthropic=affiliation,https://icml.cc/virtual/2026/poster/62751
Why Do Some Language Models Fake Alignment While Others Don't?,NEURIPS,2025,Anthropic Fellows Program,,Redwood Research; Anthropic; Anthropic Fellows Program,,Redwood Research; Anthropic; Anthropic Fellows Program; Scale AI SEAL; xAI,Redwood Research=affiliation; Anthropic=affiliation; Anthropic Fellows Program=acknowledgment; Scale AI SEAL=absent; xAI=mention,https://openreview.net/forum?id=1Imp4KZyjA
Latent Planning Emerges with Scale,ICLR,2026,Anthropic Fellows Program,,Anthropic; OpenAI; Anthropic Fellows Program,,Transluce; Anthropic; OpenAI; Anthropic Fellows Program,Transluce=mention; Anthropic=affiliation; OpenAI=acknowledgment; Anthropic Fellows Program=acknowledgment,https://openreview.net/forum?id=H0B7pDTT0M
The Hot Mess of AI: How Does Misalignment Scale With Model Intelligence and Task Complexity?,ICLR,2026,Anthropic Fellows Program,,Constellation; Anthropic; Anthropic Fellows Program,,UK AI Security Institute; Constellation; Anthropic; Anthropic Fellows Program; Google DeepMind,UK AI Security Institute=mention; Constellation=affiliation; Anthropic=affiliation; Anthropic Fellows Program=affiliation; Google DeepMind=mention,https://openreview.net/forum?id=sIBwirjYlY
"All Code, No Thought: Language Models Struggle to Reason in Ciphered Language",ICLR,2026,Anthropic Fellows Program,,Constellation; Anthropic; Anthropic Fellows Program; Scale AI SEAL,,METR; Constellation; Anthropic; Anthropic Fellows Program; Scale AI SEAL,METR=mention; Constellation=affiliation; Anthropic=affiliation; Anthropic Fellows Program=affiliation; Scale AI SEAL=acknowledgment,https://openreview.net/forum?id=yjFkeQ2ynQ
Overthinking: Amplifying Reasoning Weights to Extract Learned Secrets,ICML,2026,Anthropic Fellows Program,,MATS; Anthropic; Anthropic Fellows Program,,MATS; Anthropic; Anthropic Fellows Program,MATS=affiliation; Anthropic=affiliation; Anthropic Fellows Program=affiliation,https://icml.cc/virtual/2026/poster/63085
Mechanisms of Introspective Awareness,ICML,2026,Anthropic Fellows Program,,Anthropic; Anthropic Fellows Program,,Anthropic; Anthropic Fellows Program,Anthropic=affiliation; Anthropic Fellows Program=affiliation,https://icml.cc/virtual/2026/poster/65608
Introspection Adapters: Training LLMs to Report Their Learned Behaviors,ICML,2026,Anthropic Fellows Program,,Anthropic; Anthropic Fellows Program,,Anthropic; Anthropic Fellows Program,Anthropic=affiliation; Anthropic Fellows Program=affiliation,https://icml.cc/virtual/2026/poster/66802
Trojan-Speak: Bypassing Constitutional Classifiers with No Jailbreak Tax via Adversarial Finetuning,ICML,2026,Anthropic Fellows Program,,Anthropic; Anthropic Fellows Program,,Anthropic; OpenAI; Anthropic Fellows Program; Allen Institute for AI,Anthropic=affiliation; OpenAI=mention; Anthropic Fellows Program=acknowledgment; Allen Institute for AI=absent,https://icml.cc/virtual/2026/poster/66278
Interpreting Learned Feedback Patterns in Large Language Models,NEURIPS,2024,Apart Research,,Apart Research,,Apart Research; LessWrong / Alignment Forum; Anthropic; Hugging Face,Apart Research=affiliation; LessWrong / Alignment Forum=mention; Anthropic=mention; Hugging Face=mention,https://openreview.net/forum?id=xUoNgR1Byy
DarkBench: Benchmarking Dark Patterns in Large Language Models,ICLR,2025,Apart Research,,METR; Apart Research,,METR; Apart Research; Anthropic; OpenAI,METR=affiliation; Apart Research=affiliation; Anthropic=mention; OpenAI=mention,https://openreview.net/forum?id=odjMSBSWRt
Noise Injection Reveals Hidden Capabilities of Sandbagging Language Models,NEURIPS,2025,Apart Research,,Apart Research; Anthropic,,Apart Research; Anthropic,Apart Research=affiliation; Anthropic=affiliation,https://openreview.net/forum?id=uUWb5eawL9
Identifying Functionally Important Features with End-to-End Sparse Dictionary Learning,NEURIPS,2024,Apollo Research,,Apollo Research; MATS,,Apollo Research; MATS,Apollo Research=affiliation; MATS=affiliation,https://openreview.net/forum?id=7txPaUpUnc
Sparse Autoencoders Do Not Find Canonical Units of Analysis,ICLR,2025,Apollo Research,,Apollo Research; MATS,,Apollo Research; Neuronpedia; MATS; LessWrong / Alignment Forum,Apollo Research=affiliation; Neuronpedia=absent; MATS=acknowledgment; LessWrong / Alignment Forum=mention,https://openreview.net/forum?id=9ca9eHNrdH
Bilinear MLPs enable weight-based mechanistic interpretability,ICLR,2025,Apollo Research,,Apollo Research; MATS; AI Safety Camp,,Apollo Research; MATS; AI Safety Camp,Apollo Research=affiliation; MATS=acknowledgment; AI Safety Camp=acknowledgment,https://openreview.net/forum?id=gI0kPklUKS
Detecting Strategic Deception with Linear Probes,ICML,2025,Apollo Research,,Apollo Research,,Apollo Research,Apollo Research=affiliation,https://openreview.net/forum?id=C5Jj3QKQav
Small Transformers Don’t Need LayerNorm at Inference Time: Scaling LayerNorm Removal to GPT-2 XL and Implications for Mechanistic Interpretability,ICLR,2026,Apollo Research,,Apollo Research; SPAR,,Apollo Research; SPAR; OpenAI; Hugging Face,Apollo Research=affiliation; SPAR=acknowledgment; OpenAI=mention; Hugging Face=mention,https://openreview.net/forum?id=VPtHqcafIY
"Spurious Correlation Learning in Preference Optimization: Mechanisms, Consequences, and Mitigation via Tie Training",ICML,2026,CBAI,,CBAI,,CBAI,CBAI=affiliation,https://icml.cc/virtual/2026/poster/65009
Unelicitable Backdoors via Cryptographic Transformer Circuits,NEURIPS,2024,Cavendish Labs,Long-Term Future Fund,Cavendish Labs; MATS,Long-Term Future Fund,Cavendish Labs; MATS; Long-Term Future Fund; Hugging Face,Cavendish Labs=affiliation; MATS=acknowledgment; Long-Term Future Fund=acknowledgment; Hugging Face=mention,https://openreview.net/forum?id=a560KLF3v5
Do the Rewards Justify the Means? Measuring Trade-Offs Between Rewards and Ethical Behavior in the Machiavelli Benchmark,ICML,2023,Center for AI Safety,,Center for AI Safety,,Center for AI Safety; OpenAI,Center for AI Safety=affiliation; OpenAI=mention,https://openreview.net/forum?id=nkals4A4Vs
Decoding Compressed Trust: Scrutinizing the Trustworthiness of Efficient LLMs Under Compression,ICML,2024,Center for AI Safety,,Center for AI Safety,,Center for AI Safety; Hugging Face,Center for AI Safety=affiliation; Hugging Face=mention,https://openreview.net/forum?id=e3Dpq3WdMv
The WMDP Benchmark: Measuring and Reducing Malicious Use with Unlearning,ICML,2024,Center for AI Safety,,Center for AI Safety; MATS; Scale AI SEAL,,Center for AI Safety; MATS; Anthropic; OpenAI; Scale AI SEAL,Center for AI Safety=affiliation; MATS=acknowledgment; Anthropic=mention; OpenAI=mention; Scale AI SEAL=affiliation,https://openreview.net/forum?id=xlr6AUDuJz
Improving Alignment and Robustness with Circuit Breakers,NEURIPS,2024,Center for AI Safety,,Center for AI Safety; Gray Swan AI,,Center for AI Safety; Gray Swan AI; Anthropic; Hugging Face,Center for AI Safety=affiliation; Gray Swan AI=affiliation; Anthropic=mention; Hugging Face=mention,https://openreview.net/forum?id=IbIB8SBKFV
Tamper-Resistant Safeguards for Open-Weight LLMs,ICLR,2025,Center for AI Safety,,Center for AI Safety; Gray Swan AI,,Center for AI Safety; Gray Swan AI,Center for AI Safety=affiliation; Gray Swan AI=affiliation,https://openreview.net/forum?id=4FIjRodbW6
MMDT: Decoding the Trustworthiness and Safety of Multimodal Foundation Models,ICLR,2025,Center for AI Safety,,Center for AI Safety,,Center for AI Safety,Center for AI Safety=affiliation,https://openreview.net/forum?id=qIbbBSzH6n
Safety Pretraining: Toward the Next Generation of Safe AI,NEURIPS,2025,Center for AI Safety,,Center for AI Safety; Gray Swan AI,,Center for AI Safety; Gray Swan AI,Center for AI Safety=affiliation; Gray Swan AI=affiliation,https://openreview.net/forum?id=91H9CSvdwl
Utility Engineering: Analyzing and Controlling Emergent Value Systems in AIs,NEURIPS,2025,Center for AI Safety,,Center for AI Safety,,Center for AI Safety; Anthropic,Center for AI Safety=affiliation; Anthropic=mention,https://openreview.net/forum?id=x9vcgXmRD0
"MoReBench: Evaluating Procedural and Pluralistic Moral Reasoning in Language Models, More than Outcomes",ICLR,2026,Center for AI Safety,,Center for AI Safety; Scale AI SEAL,,Center for AI Safety; Scale AI SEAL,Center for AI Safety=affiliation; Scale AI SEAL=affiliation,https://openreview.net/forum?id=RMwJXp5Kb1
Consequences of Misaligned AI,NEURIPS,2020,Center for Human-Compatible AI,,Center for Human-Compatible AI,,Center for Human-Compatible AI; OpenAI,Center for Human-Compatible AI=affiliation; OpenAI=mention,https://papers.nips.cc/paper_files/paper/2020/hash/b607ba543ad05417b8507ee86c54fcb7-Abstract.html
Similarity-based cooperative equilibrium,NEURIPS,2023,Center for Human-Compatible AI,Open Philanthropy,Center on Long-Term Risk; Center for Human-Compatible AI; Anthropic; Vector Institute,Open Philanthropy; Future of Life Institute,Center on Long-Term Risk; Center for Human-Compatible AI; Open Philanthropy; Future of Life Institute; Anthropic; Vector Institute,Center on Long-Term Risk=acknowledgment; Center for Human-Compatible AI=affiliation; Open Philanthropy=acknowledgment; Future of Life Institute=acknowledgment; Anthropic=affiliation; Vector Institute=affiliation,https://openreview.net/forum?id=ia4AL3QnOv
Position: Social Choice Should Guide AI Alignment in Dealing with Diverse Human Feedback,ICML,2024,Center for Human-Compatible AI,,Center for Human-Compatible AI; EleutherAI,,Center for Human-Compatible AI; FOCAL; Anthropic; OpenAI; EleutherAI,Center for Human-Compatible AI=affiliation; FOCAL=absent; Anthropic=mention; OpenAI=mention; EleutherAI=affiliation,https://openreview.net/forum?id=w1d9DOGymR
Observation Interference in Partially Observable Assistance Games,ICML,2025,Center for Human-Compatible AI,Open Philanthropy,Cooperative AI Foundation; Center for Human-Compatible AI,Open Philanthropy; Future of Life Institute,Cooperative AI Foundation; Center for Human-Compatible AI; FOCAL; Open Philanthropy; Future of Life Institute; Anthropic,Cooperative AI Foundation=acknowledgment; Center for Human-Compatible AI=affiliation; FOCAL=absent; Open Philanthropy=acknowledgment; Future of Life Institute=acknowledgment; Anthropic=mention,https://openreview.net/forum?id=rjZ2SWjwwB
Truthfulness Despite Weak Supervision: Evaluating and Training LLMs Using Peer Prediction,ICLR,2026,Center for Human-Compatible AI,Open Philanthropy,Center for Human-Compatible AI,Open Philanthropy,Center for Human-Compatible AI; Open Philanthropy,Center for Human-Compatible AI=affiliation; Open Philanthropy=acknowledgment,https://openreview.net/forum?id=mdw0vvRBEL
Inoculation Prompting: Eliciting traits from LLMs during training can reduce trait expression at test-time,ICLR,2026,Center on Long-Term Risk,Open Philanthropy,Center on Long-Term Risk; UK AI Security Institute,Open Philanthropy,Center on Long-Term Risk; UK AI Security Institute; SPAR; Open Philanthropy; LessWrong / Alignment Forum,Center on Long-Term Risk=affiliation; UK AI Security Institute=affiliation; SPAR=mention; Open Philanthropy=acknowledgment; LessWrong / Alignment Forum=mention,https://openreview.net/forum?id=FiRBNBdaZy
Strategic Obfuscation of Deceptive Reasoning in Language Models,ICLR,2026,Center on Long-Term Risk,,Center on Long-Term Risk,,Center on Long-Term Risk; Anthropic,Center on Long-Term Risk=affiliation; Anthropic=mention,https://openreview.net/forum?id=It2Nwp7QSy
Spilling the Beans: Teaching LLMs to Self-Report Their Hidden Objectives,ICLR,2026,Center on Long-Term Risk,,Center on Long-Term Risk,,Center on Long-Term Risk,Center on Long-Term Risk=affiliation,https://openreview.net/forum?id=sWs0cCuM8I
Position: Preparing for AI Systems That Deceive Developers,ICML,2026,Concordia AI,,FAR.AI; Concordia AI,,FAR.AI; Concordia AI; Anthropic; Google DeepMind,FAR.AI=affiliation; Concordia AI=affiliation; Anthropic=mention; Google DeepMind=mention,https://icml.cc/virtual/2026/poster/67051
Connecting the Dots: LLMs can Infer and Verbalize Latent Structure from Disparate Training Data,NEURIPS,2024,Constellation,Open Philanthropy,Center for AI Safety; Astra Fellowship; Constellation; Anthropic; Vector Institute,Open Philanthropy; Future of Life Institute,Center for AI Safety; Astra Fellowship; Constellation; Open Philanthropy; Future of Life Institute; Anthropic; OpenAI; Vector Institute,Center for AI Safety=acknowledgment; Astra Fellowship=acknowledgment; Constellation=affiliation; Open Philanthropy=acknowledgment; Future of Life Institute=acknowledgment; Anthropic=affiliation; OpenAI=mention; Vector Institute=affiliation,https://openreview.net/forum?id=7FokMz6U8n
Failures to Find Transferable Image Jailbreaks Between Vision-Language Models,ICLR,2025,Constellation,,FAR.AI; Constellation; Anthropic; OpenAI,,FAR.AI; Astra Fellowship; Constellation; Anthropic; OpenAI,FAR.AI=acknowledgment; Astra Fellowship=mention; Constellation=affiliation; Anthropic=affiliation; OpenAI=acknowledgment,https://openreview.net/forum?id=wvFnqVVUhN
Best-of-N Jailbreaking,NEURIPS,2025,Constellation,Open Philanthropy,FAR.AI; MATS; Constellation; Anthropic; OpenAI,Open Philanthropy,FAR.AI; MATS; Constellation; Open Philanthropy; Anthropic; OpenAI,FAR.AI=acknowledgment; MATS=acknowledgment; Constellation=affiliation; Open Philanthropy=acknowledgment; Anthropic=affiliation; OpenAI=acknowledgment,https://openreview.net/forum?id=91l4ZTMpO4
Quantifying Elicitation of Latent Capabilities in Language Models,NEURIPS,2025,Constellation,,Constellation; Anthropic; Scale AI SEAL,,Constellation; Anthropic; Scale AI SEAL,Constellation=affiliation; Anthropic=affiliation; Scale AI SEAL=affiliation,https://openreview.net/forum?id=Dkgx2pS4Ww
Emergent and Predictable Memorization in Large Language Models,NEURIPS,2023,EleutherAI,,EleutherAI,,US CAISI; EleutherAI; Hugging Face,US CAISI=mention; EleutherAI=affiliation; Hugging Face=mention,https://openreview.net/forum?id=Iq0DvhB4Kf
Sparse Autoencoders Find Highly Interpretable Features in Language Models,ICLR,2024,EleutherAI,Open Philanthropy,Apollo Research; MATS; OpenAI; EleutherAI,Open Philanthropy; Long-Term Future Fund,Apollo Research; MATS; Open Philanthropy; Long-Term Future Fund; OpenAI; EleutherAI,Apollo Research=affiliation; MATS=affiliation; Open Philanthropy=acknowledgment; Long-Term Future Fund=acknowledgment; OpenAI=acknowledgment; EleutherAI=affiliation,https://openreview.net/forum?id=F76bwRSLeK
Grokking Group Multiplication with Cosets,ICML,2024,EleutherAI,,EleutherAI,,EleutherAI,EleutherAI=affiliation,https://openreview.net/forum?id=hcQfTsVnBo
LLM Circuit Analyses Are Consistent Across Training and Scale,NEURIPS,2024,EleutherAI,,OpenAI; EleutherAI,,Anthropic; OpenAI; EleutherAI,Anthropic=mention; OpenAI=acknowledgment; EleutherAI=affiliation,https://openreview.net/forum?id=3Ds5vNudIE
Automatically Interpreting Millions of Features in Large Language Models,ICML,2025,EleutherAI,Open Philanthropy,EleutherAI,Open Philanthropy,Open Philanthropy; OpenAI; EleutherAI,Open Philanthropy=acknowledgment; OpenAI=mention; EleutherAI=affiliation,https://openreview.net/forum?id=EemtbhJOXc
Evaluating SAE interpretability without generating explanations,ICLR,2026,EleutherAI,Open Philanthropy,EleutherAI,Open Philanthropy,Open Philanthropy; EleutherAI,Open Philanthropy=acknowledgment; EleutherAI=affiliation,https://openreview.net/forum?id=kHhMs642rR
"Position: Don't Just ""Fix it in Post'': A Science of AI Must Study Learning Dynamics",ICML,2026,EleutherAI,,EleutherAI,,Open Philanthropy; EleutherAI,Open Philanthropy=absent; EleutherAI=affiliation,https://icml.cc/virtual/2026/poster/67142
Pretraining Language Models with Human Preferences,ICML,2023,FAR.AI,Open Philanthropy,FAR.AI; Anthropic; OpenAI,Open Philanthropy,FAR.AI; Open Philanthropy; Anthropic; OpenAI,FAR.AI=affiliation; Open Philanthropy=acknowledgment; Anthropic=affiliation; OpenAI=acknowledgment,https://openreview.net/forum?id=AT8Iw8KOeC
Adversarial Policies Beat Superhuman Go AIs,ICML,2023,FAR.AI,,FAR.AI,,FAR.AI; OpenAI,FAR.AI=affiliation; OpenAI=mention,https://openreview.net/forum?id=LX3VAhXNTw
Evaluating the Moral Beliefs Encoded in LLMs,NEURIPS,2023,FAR.AI,Open Philanthropy,FAR.AI,Open Philanthropy,FAR.AI; Open Philanthropy; Anthropic,FAR.AI=affiliation; Open Philanthropy=acknowledgment; Anthropic=mention,https://openreview.net/forum?id=O06z2G18me
Codebook Features: Sparse and Discrete Interpretability for Neural Networks,ICML,2024,FAR.AI,,FAR.AI; Anthropic,,FAR.AI; Anthropic,FAR.AI=affiliation; Anthropic=affiliation,https://openreview.net/forum?id=VZ5A0LPbnc
Hypothesis Testing the Circuit Hypothesis in LLMs,NEURIPS,2024,FAR.AI,,FAR.AI,,FAR.AI; LessWrong / Alignment Forum,FAR.AI=affiliation; LessWrong / Alignment Forum=mention,https://openreview.net/forum?id=5ai2YFAXV7
Catastrophic Goodhart: regularizing RLHF with KL divergence does not mitigate heavy-tailed reward misspecification,NEURIPS,2024,FAR.AI,Long-Term Future Fund,FAR.AI; Anthropic,Long-Term Future Fund,FAR.AI; Haize Labs; Long-Term Future Fund; Anthropic; OpenAI,FAR.AI=affiliation; Haize Labs=mention; Long-Term Future Fund=acknowledgment; Anthropic=affiliation; OpenAI=mention,https://openreview.net/forum?id=UXuBzWoZGK
Analysing the Generalisation and Reliability of Steering Vectors,NEURIPS,2024,FAR.AI,,FAR.AI,,FAR.AI,FAR.AI=affiliation,https://openreview.net/forum?id=v8X70gTodR
Interpreting Emergent Planning in Model-Free Reinforcement Learning,ICLR,2025,FAR.AI,,FAR.AI; Mila,,FAR.AI; Mila,FAR.AI=affiliation; Mila=affiliation,https://openreview.net/forum?id=DzGe40glxs
Archetypal SAE: Adaptive and Stable Dictionary Learning for Concept Extraction in Large Vision Models,ICML,2025,FAR.AI,Open Philanthropy,FAR.AI; OpenAI,Open Philanthropy,FAR.AI; Open Philanthropy; OpenAI,FAR.AI=affiliation; Open Philanthropy=acknowledgment; OpenAI=acknowledgment,https://openreview.net/forum?id=9v1eW8HgMU
Scaling Trends in Language Model Robustness,ICML,2025,FAR.AI,,FAR.AI; Mila,,FAR.AI; Anthropic; OpenAI; Mila; Hugging Face,FAR.AI=affiliation; Anthropic=mention; OpenAI=mention; Mila=affiliation; Hugging Face=mention,https://openreview.net/forum?id=tNGdLEL4R0
Preference Learning with Lie Detectors can Induce Honesty or Evasion,NEURIPS,2025,FAR.AI,Open Philanthropy,FAR.AI; UK AI Security Institute,Open Philanthropy; Longview Philanthropy,FAR.AI; UK AI Security Institute; Open Philanthropy; Longview Philanthropy; OpenAI; EleutherAI,FAR.AI=affiliation; UK AI Security Institute=acknowledgment; Open Philanthropy=acknowledgment; Longview Philanthropy=acknowledgment; OpenAI=mention; EleutherAI=mention,https://openreview.net/forum?id=ibLGUkBWlz
"No, of Course I Can! Deeper Fine-Tuning Attacks That Bypass Token-Level Safety Mechanisms",ICLR,2026,FAR.AI,,FAR.AI; Google DeepMind,,FAR.AI; Anthropic; OpenAI; Google DeepMind,FAR.AI=affiliation; Anthropic=mention; OpenAI=mention; Google DeepMind=affiliation,https://openreview.net/forum?id=QzIQgloYgX
Path Channels and Plan Extension Kernels: a Mechanistic Description of Planning in a Sokoban RNN,ICLR,2026,FAR.AI,,FAR.AI,,FAR.AI,FAR.AI=affiliation,https://openreview.net/forum?id=aAshH4kQ1v
Goodhart's Law in Reinforcement Learning,ICLR,2024,Future of Humanity Institute,Open Philanthropy,Future of Humanity Institute,Open Philanthropy,Future of Humanity Institute; Open Philanthropy,Future of Humanity Institute=affiliation; Open Philanthropy=acknowledgment,https://openreview.net/forum?id=5o9G4XF1LI
STARC: A General Framework For Quantifying Differences Between Reward Functions,ICLR,2024,Future of Humanity Institute,,FAR.AI; Future of Humanity Institute,,FAR.AI; Future of Humanity Institute,FAR.AI=affiliation; Future of Humanity Institute=affiliation,https://openreview.net/forum?id=wPhbtwlCDa
Rigorous Agent Evaluation: An Adversarial Approach to Uncover Catastrophic Failures,ICLR,2019,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=B1xhQhRcK7
Relational Forward Models for Multi-Agent Learning,ICLR,2019,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=rJlEojAqFm
A FRAMEWORK  FOR ROBUSTNESS CERTIFICATION  OF SMOOTHED CLASSIFIERS USING  F-DIVERGENCES,ICLR,2020,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=SJlKrkSFPH
Toward Evaluating Robustness of Deep Reinforcement Learning with Continuous Control,ICLR,2020,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=SylL0krYPS
Avoiding Side Effects By Considering Future Tasks,NEURIPS,2020,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://papers.nips.cc/paper_files/paper/2020/hash/dc1913d422398c25c5f0b81cab94cc87-Abstract.html
Gaussian Process Probes (GPP) for Uncertainty-Aware Probing,NEURIPS,2023,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=0BwB03qA5T
Schema-learning and rebinding as mechanisms of in-context learning and emergence,NEURIPS,2023,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=3AreDQZ8eO
Are aligned neural networks adversarially aligned?,NEURIPS,2023,Google DeepMind,,Google DeepMind,,Google DeepMind,Google DeepMind=affiliation,https://openreview.net/forum?id=OQQoD8Vc3B
Tracr: Compiled Transformers as a Laboratory for Interpretability,NEURIPS,2023,Google DeepMind,,Google DeepMind,,LessWrong / Alignment Forum; Google DeepMind,LessWrong / Alignment Forum=mention; Google DeepMind=affiliation,https://openreview.net/forum?id=tbbId8u7nP
Position: Levels of AGI for Operationalizing Progress on the Path to AGI,ICML,2024,Google DeepMind,,Google DeepMind,,Anthropic; OpenAI; Google DeepMind,Anthropic=mention; OpenAI=mention; Google DeepMind=affiliation,https://openreview.net/forum?id=0ofzEysK2D
